sample_id,text,true_label,llama_pred,mistral_pred,is_error,malayalam_pct,text_length,error_category
217,sukurthukkale enikk oru karyave parayanollu dis like adichum aavishyam illatha troll paranjum veruppikkalle nammade swathalle lalettan nammal malayalikalude abhimanamalle,Positive,Positive,Negative,True,0.0,170,Clear Sentiment Flip
220,ഇവിടെ ശൈലിക്കോ ഭാഷാപ്രയോഗത്തിനോ അല്ല പ്രസക്തി കാരണം നമ്മളാരും കേട്ടിട്ടുമില്ല കണ്ടിട്ടുമില്ല അപ്പൊ ശഹീദ് കുഞ്ഞാലി മരക്കാരെ ഭാഷാ ശൈലി ഇതു തന്നെ,Positive,INVALID,Mixed_feelings,True,100.0,142,Mixed Sentiment Confusion
221,Chackochan nte veroru avathaaram aavum idh. Blockbuster il kuranjonnum pradheekshikkunnilla,Positive,INVALID,Negative,True,0.0,91,Clear Sentiment Flip
223,Oru 10 thavana kandu,Positive,INVALID,Negative,True,0.0,20,Clear Sentiment Flip
233,Next Week china povan irikkana njan ithu kandeche njan povathullu,Positive,INVALID,Negative,True,0.0,65,Clear Sentiment Flip
238,Film hitayalum floppayalum trailerinirikate oru kuthirappavan,Positive,INVALID,Mixed_feelings,True,0.0,61,Mixed Sentiment Confusion
242,ഇത്ര നല്ല പാട്ടിനെയാണല്ലോ ഡീഗ്രേഡ് ചെയ്തത് ഊളകൾ. പടം കണ്ടപ്പഴല്ലേ മനസിലായത്. മമ്മൂട്ടി കലക്കി,Positive,INVALID,Negative,True,97.59036144578313,93,Clear Sentiment Flip
243,LAD പോലെ ഉള്ള ചവർ ജയിപ്പിച്ചിട്ടു ഇതു പോലെ ഒന്നു തോൽപ്പിക്കാതെ ഇരിക്കുക,Positive,INVALID,Negative,True,95.16129032258065,71,Clear Sentiment Flip
247,ആ ചിരി കണ്ടോ  വില്ലന്റെ ചിരി  അപ്പൊ ബോക്സ്‌ ഓഫീസ് rip,Positive,INVALID,Negative,True,90.69767441860465,53,Clear Sentiment Flip
248,Njan Ee Cinema Maveli Theater il Vachhu Kanddu Avassanam Kannu Nananju-Poyeeee....,Positive,INVALID,Negative,True,0.0,82,Clear Sentiment Flip
250,Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu,Positive,INVALID,Negative,True,0.0,97,Clear Sentiment Flip
252,Thelunku nadan ..bhaala krishnayeyum... Thal nadan vijaya kaandhineyum ..naanipichu...mammuunny...,Negative,INVALID,Positive,True,0.0,98,Clear Sentiment Flip
254,Ethilum betham gopi sunderaa kayamkulamkochunni enna movie songs nallathayirunnu,Negative,INVALID,Positive,True,0.0,80,Clear Sentiment Flip
255,ഈ പാട്ട് rasallyaa.. അടുത്തത് നോക്കാം.. MJ ser...,Negative,INVALID,Positive,True,51.162790697674424,49,Clear Sentiment Flip
261,വടക്കൻ വീരഗാഥയിലെ പാട്ടു പോലെ പ്രതീക്ഷിച്ചു - but  ഇത് ലോക്കൽ പാട്ടും സൂപ്പർ Scenes ഉം,Negative,INVALID,Mixed_feelings,True,86.3013698630137,86,Mixed Sentiment Confusion
264,സീരിയൽ കാണുന്ന പോലെ ഉണ്ട് .. സിനിമ അങ്ങനെ ആവാതിരിക്കാൻ പ്രതീക്ഷിക്കുന്നു,Negative,INVALID,Mixed_feelings,True,96.875,72,Mixed Sentiment Confusion
266,paandi raaja .Annan thanbi.pandi padam nirthi Lucifer movie  pole maaran sramik,Negative,INVALID,Mixed_feelings,True,0.0,79,Mixed Sentiment Confusion
270,ഉണ്ണി മുകുന്ദൻ മസിൽമാൻ മാത്രം ആയി മാറി,Negative,INVALID,Mixed_feelings,True,100.0,38,Mixed Sentiment Confusion
274,ഇതുവരെ 2.1 k പൂജപ്പുര മച്ചാൻസ് ടീസർ കണ്ടു  .. enjoy..Enjoy..,Negative,INVALID,Positive,True,60.78431372549019,60,Clear Sentiment Flip
279,Cinema muyuvan manassilayi ini padam kaanano,Negative,INVALID,Positive,True,0.0,44,Clear Sentiment Flip
287,ithokke comedy pole und ...aa  bahubaliyude manam kalayo ?,Negative,INVALID,Mixed_feelings,True,0.0,58,Mixed Sentiment Confusion
290,ലാലേട്ടനെ  ഒരുപാടിഷ്ടമാണ്..... പക്ഷെ  പറയട്ടെ.... ചിത്രം  നിരാശപ്പെടുത്തി.....പതിവ്  പോലെ  ലാലേട്ടന്റെ റോൾ  അദ്ദേഹം  ഭംഗിയായി  ചെയ്തു.... ബട്ട്‌.......ഇതുപോലെ..... ലോജിക്  ഇല്ലാത്ത  മണ്ടൻ കഥയിൽ അദ്ദേഹം  തല  വെച്ചു പോയി......പഴയ  ലാലേട്ടനെ  തിരിച്ചു  കിട്ടി എന്നൊക്കെ  പറയുന്നവരോട്... എന്തു പറയാൻ......,Negative,INVALID,Mixed_feelings,True,82.17054263565892,301,Mixed Sentiment Confusion
297,"മൂക്കുത്തി കണ്ടില്ല, പക്ഷെ കുറെ വടകൾ കണ്ടു  Prachi Tehlan എന്തൊരു വയർ",Negative,INVALID,Positive,True,77.96610169491525,69,Clear Sentiment Flip
301,ഇങ്ങേർ ഇനിയും വളിപ് നിർത്താൻ ഉദ്ദേശം ഇല്ലാ എന്നാ തോന്നുന്നത്... അടുത്ത പടക്കവും ആയി വരുന്നുണ്ടേ...🤣🤣🤣🤣🤣🤣🤣,Negative,INVALID,Positive,True,86.17021276595744,105,Clear Sentiment Flip
302,അപ്പോ ഇട്ടിമാണിടെ Ticket cash ലാഭമായി.......sryy lalettaa... Review അറിഞ്ഞിട്ട് കേറാം...  Its tym For LAD & BROTHERzDay,Negative,INVALID,Mixed_feelings,True,37.5,119,Mixed Sentiment Confusion
303,ഇതോടെ ഒന്ന് ഉറപ്പായി. പൊട്ടും. അസ്സൽ സീരിയൽ പോലെ ഉണ്ട്. മുടക്കിയ പൈസ എങ്കിലും തിരിച്ചു കിട്ടട്ടെ. All the best,Negative,INVALID,Mixed_feelings,True,85.26315789473684,110,Mixed Sentiment Confusion
307,Trailer kandit orappa nalla supper POTTA FILM..,Negative,INVALID,Positive,True,0.0,47,Clear Sentiment Flip
313,ഇക്കയെ ഇഷ്ട്ടമാണ്  എന്നാലും പറയുവാണ്   പടം 5പൈസക്ക് ഉണ്ടാവൂല,Negative,INVALID,Mixed_feelings,True,98.0392156862745,60,Mixed Sentiment Confusion
315,മമ്മൂട്ടി ഒരുപാട് പരിമിതികൾ ഉള്ള നടനാണെന്ന് വീണ്ടും തെളിയിച്ച സിനിമയും പാട്ടും,Negative,INVALID,Mixed_feelings,True,100.0,78,Mixed Sentiment Confusion
316,Manushyane chirippikan aayittu oro thaalikal irangikkolum🤣🤣🤣🤣... Ezheechu podo kilava,Negative,INVALID,Positive,True,0.0,85,Clear Sentiment Flip
318,ഞാൻ കണ്ടു.. ഞാൻ മാത്രമേ കണ്ടുള്ളു 🤣🤣🤣..കോണത്തിലെ പടം..,Negative,INVALID,Mixed_feelings,True,81.25,54,Mixed Sentiment Confusion
320,"മനപ്പൂര്‍വ്വം ano ലാലേട്ടന് വെച്ചു മാത്രം സിദ്ദിഖ്‌ eeyedayai  igne(ladies and gentlemen, big brother) . Valom karuthi kooti!",Negative,INVALID,Positive,True,37.61467889908257,125,Clear Sentiment Flip
321,"കാര്യം ഞാനുമൊരു മമ്മൂട്ടി ഫാൻ ആണ്.  പക്ഷേ പറയാതെ വയ്യ, നല്ല ബോർ ടീസർ.",Negative,INVALID,Mixed_feelings,True,94.82758620689656,69,Mixed Sentiment Confusion
329,35 കോലിയിൽ വരുന്ന സിദ്ദിക്ക്‌ - മോഹൻലാൽ മൂവിയെ കണ്ടം വഴി ഓടിക്കാനാണ് ഇന്ത അസുരൻ വരുന്നത്  കൊടൂര മാസ്സ് entertainer,Negative,INVALID,Positive,True,84.6938775510204,114,Clear Sentiment Flip
336,Trailer kandapo oru karyam urapichu #LAD,Negative,INVALID,Positive,True,0.0,40,Clear Sentiment Flip
338,ഈ കാട്ടി കൂട്ടൽ kandi തിയേറ്ററിൽ ചിരിച്ചു കൂവിയവർ 🤣🤣ഇജാതി,Negative,INVALID,Positive,True,86.0,57,Clear Sentiment Flip
353,ട്രൈലർ കണ്ടിട്ട് മുമ്പ് എട്ട് നിലയിൽ പൊട്ടിപ്പോയ വാമനപുരം ബസ്റൂട്ട് ഒാർമ വന്നവർക്ക് ലൈക്കടിക്കാനുള്ള കമന്റ്. ഒാണം വിന്നർ ബ്രദേർസ് ഡേ തന്നേയെന്ന് ഒരിക്കൽ കൂടി തെളിയിച്ചു,Negative,INVALID,Mixed_feelings,True,99.33774834437085,170,Mixed Sentiment Confusion
355,Thrissur slang paliyenn thonnunnath enikk mathramano?,Negative,INVALID,Mixed_feelings,True,0.0,53,Mixed Sentiment Confusion
366,"മൂക്കുത്തി കണ്ടില്ലെങ്കിലും സാരമില്ല,ഇഷ്ടം പോലെ വട ഉണ്ടല്ലോ കാണാൻ",Negative,INVALID,Mixed_feelings,True,98.30508474576271,65,Mixed Sentiment Confusion
369,മഞ്ജു വാര്യർക്ക് അഭിനയിക്കാൻ പറ്റിയ പടം  നല്ല കോഴി പടം !,Negative,INVALID,Positive,True,97.87234042553192,56,Clear Sentiment Flip
374,Singana suryaye vellan oru poo monum Ella,Negative,INVALID,Positive,True,0.0,41,Clear Sentiment Flip
376,Enthylm 300 koli thallum muzhuvn fans.......,Negative,INVALID,Positive,True,0.0,44,Clear Sentiment Flip
381,Dis like engane thonni......adikan...... Adichavanmar  ooompikoooo Ikka ... Mass daaaaaaaaaaaaa....... Keralathinte muthue..........,Negative,INVALID,Positive,True,0.0,132,Clear Sentiment Flip
384,ONKV ood neeraliii kandam vazhiii Ikka marana mass,Negative,INVALID,Positive,True,0.0,50,Clear Sentiment Flip
390,കുഞ്ഞാലി മരക്കാരെ പറയിപ്പിക്കാൻ ഓരോ ബാസ. ഇത്തരം charactors രൂപത്തിലും ഭാവത്തിലും ശബ്ദത്തിലും അതിനോട് മാന്യത പുലർത്തണം ...ഉസ്മാനെ,Negative,INVALID,Positive,True,87.82608695652175,128,Clear Sentiment Flip
392,Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.,Negative,INVALID,Mixed_feelings,True,0.0,161,Mixed Sentiment Confusion
395,Ithu ikkayude script aanu..   Uttopiya,Negative,INVALID,Positive,True,0.0,38,Clear Sentiment Flip
397,Yendha ee Pallayappan parayunnath. we padam pottum. suvaranu,Negative,INVALID,Positive,True,0.0,60,Clear Sentiment Flip
400,Nty amoooo kunjalimarakaar 9 alla  oru pulikutti ayirunu Lal sir nigal samsarikubool Chiri varunu,Negative,INVALID,Positive,True,0.0,97,Clear Sentiment Flip
401,മൂഡ് പോയി...മൂഡ് പോയി...തുടക്കം തന്നെ ജോബി ജോർജിന്റെ പേര് കണ്ടപ്പോ മൊത്തം മൂഡ് പോയി. പിന്നെ ഇക്കാടെ പെർഫോമൻസ് കണ്ടിരുന്നു പോയി..,Mixed_feelings,INVALID,Negative,True,92.03539823008849,128,Mixed Sentiment Confusion
402,ഒരപേക്ഷയുണ്ട് പടത്തിൽ  ഞങ്ങടെ slang dialogues ഓവറാക്കി  ചളമാക്കരുത്..അത്രേയുള്ളൂ...  ജോഷിയേട്ടൻ പൊളിക്ക്,Mixed_feelings,INVALID,Negative,True,79.56989247311827,104,Mixed Sentiment Confusion
403,bgm  kettit kgf pole undallo,Mixed_feelings,INVALID,Positive,True,0.0,28,Mixed Sentiment Confusion
404,Trailer kanttitt pulimurukantteil mamooty afinayichathupole thoni,Mixed_feelings,INVALID,Positive,True,0.0,65,Mixed Sentiment Confusion
406,Trailer വെറുതെ വളരെ നന്നാക്കിയാൽ മാമാങ്കം പോലിരിക്കും... എന്തിനാ വെറുതെ,Mixed_feelings,INVALID,Negative,True,84.375,71,Mixed Sentiment Confusion
407,Dialogue presentation pora bakki ellam kollam,Mixed_feelings,INVALID,Positive,True,0.0,45,Mixed Sentiment Confusion
408,Avasanam Rajadhiraja yile tone pole thonni,Mixed_feelings,INVALID,Negative,True,0.0,42,Mixed Sentiment Confusion
410,Onnekil adutha pulimurugan alel adutha odiyan,Mixed_feelings,INVALID,Negative,True,0.0,45,Mixed Sentiment Confusion
414,ethentha lalettan thanneyano dout akunnu,Mixed_feelings,INVALID,Negative,True,0.0,40,Mixed Sentiment Confusion
418,Ithil mammookakk role undo. Motham aa pilleraya kaniche mammokka mass,Mixed_feelings,INVALID,Positive,True,0.0,69,Mixed Sentiment Confusion
419,Ith mechinde vela kallayand irinaa madhii.. kand ariyam..,Mixed_feelings,INVALID,Negative,True,0.0,57,Mixed Sentiment Confusion
420,Maargham Kali nalla bornd tttto Baaaakkki kollllaaam,Mixed_feelings,INVALID,Positive,True,0.0,52,Mixed Sentiment Confusion
421,Video pirates og carriebian enna movie aanallo,Mixed_feelings,INVALID,Negative,True,0.0,46,Mixed Sentiment Confusion
424,ഇത് വെറും ഒരു ആവറേജ് സോങ് മാത്രമായിട്ടാണ് എനിക്ക് തോന്നിയത്. ഉറുമിയിൽ ഒക്കെ ഉണ്ടായിരുന്ന പാട്ട് ഇതിനെ വച്ചു compare ചെയ്യുമ്പോൾ ഒരുപാട്  നല്ലത് ആയിരുന്നു.,Mixed_feelings,INVALID,Negative,True,93.33333333333333,154,Mixed Sentiment Confusion
425,evade kaanikuna avesham padam arangumbo theatril koodi onnu kaanicha upakaaram aerunu plzz,Mixed_feelings,INVALID,Negative,True,0.0,90,Mixed Sentiment Confusion
428,ചില തെണ്ടികൾ കാരണം ഈ സോങ് വെറുത്തു പോയതാ  ഇപ്പൊ കണ്ടപ്പോഴാ ഇതിന്റെ വാല്യു മനസിലാകുന്നേ,Mixed_feelings,INVALID,Negative,True,100.0,86,Mixed Sentiment Confusion
429,ഇതു ഡാൻസും പാട്ടും കൂത്തും ഉള്ള ടിപ്പിക്കൽ നിമ്പോളി പടം അല്ല മക്കളേ..,Mixed_feelings,INVALID,Negative,True,96.66666666666667,69,Mixed Sentiment Confusion
431,എവിടം കൊണ്ടോ ഒരു ലിജോ പെല്ലിശ്ശേരി ടച്ച്......,Mixed_feelings,INVALID,Positive,True,85.36585365853658,46,Mixed Sentiment Confusion
433,Thoopil Joppan poley ulla oru Item aavand irunnal mathi aarunnu🥺🥺🥺.,Mixed_feelings,INVALID,Negative,True,0.0,67,Mixed Sentiment Confusion
