sample_id,text,true_label,malayalam_density,llama33_70b_pred,llama31_8b_pred,llama4_scout_pred
408,Ankamali kku ameen yl undaaya kutti polethe oru feeling trailor kandappo .,Mixed_feelings,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
409,Vllya sambavayitt thonilla.. theateril vech kaanam. Prathvi angine chali akoolann vishwasikkunn...,Mixed_feelings,0.0,Negative,Mixed_feelings,Mixed_feelings
410,Ith malayalam padam alle   🤨,Mixed_feelings,0.0,Negative,Negative,Negative
411,Trailer kandittu Shahrukh khante ‘Fan’ moviede story orma vannathu enikku mathram aano??🤔🤔,Mixed_feelings,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
412,Trailer kollam..but oru mass bgm illa..gopi sundar mathiyayirunnu,Mixed_feelings,0.0,INVALID,Negative,Mixed_feelings
413,Mammokka fans onnum alla. But karyam parayalo  trailer kalakki marich,Mixed_feelings,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
414,Idu entina trailer il padam motham kanikune?,Mixed_feelings,0.0,Negative,Mixed_feelings,Negative
415,Onnekil adutha pulimurugan alel adutha odiyan,Mixed_feelings,0.0,INVALID,Negative,Negative
416,പടം നല്ലതായിരിക്കും എന്ന് പ്രതീക്ഷിക്കുന്നു  ബിത്വ ക്ലിപ്പ് കോവാൽജീ പതിവ് ചളികൾ കാണില്ല എന്ന് കരുതുന്നു,Mixed_feelings,1.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
417,ഊള പാട്ട് ! Iniya super,Mixed_feelings,0.42105263157894735,INVALID,Positive,Positive
418,Chiri illathe oru scene polum illaalo 🥰,Mixed_feelings,0.0,Positive,Positive,Negative
419,SRK ഇഹ്  FAN ഇഹ് സിനിമ ഇഹ് പോലുണ്ട് ഇഹ് ഇഹ്..,Mixed_feelings,0.7777777777777778,Mixed_feelings,Negative,Negative
420,bgm  kettit kgf pole undallo,Mixed_feelings,0.0,INVALID,Negative,Positive
421,Thilakan sir undayirunnengil innocentinu pakaram adehamayirunnene,Mixed_feelings,0.0,Positive,Negative,Negative
422,Anu sitara voice pora.ezhuti vachatu atupole vaayikkyunnataayi tonni.but kaanaan sundari.bakki elllavarum kalakki.super.,Mixed_feelings,0.0,Mixed_feelings,Positive,Positive
423,Dislike addikkan matram entha ithinu koyappam ennu mansilavunnilla,Mixed_feelings,0.0,INVALID,Negative,Negative
424,ഇനി ഈ ഇട്ടിമാണിയുടെ ഡയറക്ടർ ആയ  ജിബി ജോജു തള്ളാതിരുനാൾ മതി! 🤔🤔 ലാലേട്ടൻ പോളിയാണ്!!!,Mixed_feelings,0.9154929577464789,Negative,Positive,Positive
425,Srk fan movie avadakoya sadirshyam... 🧐🧐,Mixed_feelings,0.0,INVALID,Negative,Negative
426,Eee oru odiyan ikkade bilalnte athre muttan illa,Mixed_feelings,0.0,Negative,Negative,Negative
427,pulimurugan style aakan vazhi und.. palayidathum athe colour tone kanam.... enkilum vaishakilum ikkayilum oru pretheeksha,Mixed_feelings,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
428,സത്യം പറഞ്ഞാൽ ഈ പാട്ട് അത്ര രസം ഒന്നുമില്ല കേൾക്കാൻ. ഇത്തവണ എം ജയചന്ദ്രൻ - ശ്രേയ ഘോഷാൽ - റഫീഖ് അഹമ്മദ് കോമ്പിനേഷൻ അത്രക്കങ്ങോട്ടു കലങ്ങീല്ല,Mixed_feelings,0.975,INVALID,Negative,Negative
429,"pritiraj parajat satyam thane aradakarekondu star ayavan ala  pritiraj  , kazivum self mony power kondum , diffrent satyaa santamaya dialoge kondum hero ayavana  my chunk pritiraj. malayalatile oru oola nadamarkum thodan kitila",Mixed_feelings,0.0,Mixed_feelings,Positive,Positive
430,Sorry to say. Odukkathe kali aakathirunna mathiyayrunnu.,Mixed_feelings,0.0,Negative,Negative,Negative
431,ഇത് thugs of hindustan സിനിമയിലെ സീനുകൾ ആണ്,Mixed_feelings,0.5675675675675675,INVALID,Negative,Positive
432,Namukkokke telugu action padam ishdamanu ithippo telung padam pole undall the best,Mixed_feelings,0.0,Positive,Positive,Positive
433,എന്നു നിന്റെ മൊയ്‌ദീൻ ലെ കണ്ണോടു ചൊല്ലണ് മിന്നാരം മിന്നണ് എന്നാ song ആയിട്ട് ഒരു ചെറിയ സിമിലാരിറ്റി,Mixed_feelings,0.9418604651162791,INVALID,Mixed_feelings,Mixed_feelings
434,മുഴുവൻ സരക്കുകൾ ആണല്ലോ  #FDFS LOCKED,Mixed_feelings,0.6451612903225806,Positive,Positive,Positive
435,Trailer heavy.  But alppam kuuduthal massum bgm alppam kuudi setup um aayirunnengil poliyaayene.  But over all nice,Mixed_feelings,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
436,ഈ എം ജയചന്ദ്രന് ശ്രേയഗോഷാൽ പാടിയാലേ ഒക്കൂ....,Mixed_feelings,0.9,INVALID,Negative,Negative
437,എന്ന് നിന്റെ മൊയ്തീൻ... (കണ്ണോണ്ടു ചൊല്ലണു) പാട്ടുമായി നല്ല സാമ്യം.... എനിക്കു മാത്രമേ ഇതു തോന്നിയുള്ളോ....,Mixed_feelings,0.8645833333333334,Mixed_feelings,Mixed_feelings,Mixed_feelings
438,Karikk nte videos ittall pinne youtubeinte trending system aangu maari mariyum🤩🤩🤩  #1 aangu maatikko,Mixed_feelings,0.0,INVALID,Positive,Positive
439,Sambavam Kollam pakshe pazhasiraja kunnathe songinte adth ethitilla,Mixed_feelings,0.0,Negative,Mixed_feelings,Mixed_feelings
440,Trail luciferinte athra illelum.... Padam heavy aaayirikum.....,Mixed_feelings,0.0,Negative,Negative,Positive
441,Trailer kandit padan.. as usual telugu filim  pole thane..,Mixed_feelings,0.0,INVALID,Negative,Negative
442,ഇഷ്ടമാണ്. But ചില സിനിമയിൽ over actigalle എന്ന് തോന്നും..,Mixed_feelings,0.62,Mixed_feelings,Mixed_feelings,Mixed_feelings
443,Ethu kiduvade edit chythee... Onnum parayanillaaa.. Kurachude nannakayirunnu,Mixed_feelings,0.0,Negative,Negative,Negative
444,Trailer pora . Disappointed     Padam nannayal mathiyarunnu,Mixed_feelings,0.0,INVALID,Negative,Negative
445,Oru teaser in enthina premiere okke vach irakkunne. Teaser date announce cheyyan oru divasam. Teaser irakkan vere oru divasam. Ichiri over alle,Mixed_feelings,0.0,Negative,Mixed_feelings,Negative
446,പ്രിയൻ സാർ ഭാഷ ശരിയാക്കു വൻ ഹിറ്റാകേണ്ട പടമാണ്,Mixed_feelings,1.0,Positive,Positive,Positive
447,നല്ല പരിചയമുള്ള ട്യൂൺ ആർക്കെങ്കിലും മനസ്സിലായോ ഒറിജിനൽ ?,Mixed_feelings,0.98,INVALID,Mixed_feelings,Mixed_feelings
448,ethentha lalettan thanneyano dout akunnu,Mixed_feelings,0.0,Mixed_feelings,Negative,Negative
449,ഇത് ഷാരൂഖ് ഖാന്റെ FAN എന്ന സിനിമയുടെ remake ആണോ 🤣,Mixed_feelings,0.7560975609756098,Mixed_feelings,Mixed_feelings,Negative
450,ചില തെണ്ടികൾ കാരണം ഈ സോങ് വെറുത്തു പോയതാ  ഇപ്പൊ കണ്ടപ്പോഴാ ഇതിന്റെ വാല്യു മനസിലാകുന്നേ,Mixed_feelings,1.0,INVALID,Mixed_feelings,Mixed_feelings
451,ഇക്ക പൊളി. ലുക്കും പൊളിച്ചു. പക്ഷെ ടീസർ എഡിറ്റ് ചെയ്‍തത് പണിയറിയാത്ത ഏതോ ഒരുത്താനാണ്.,Mixed_feelings,0.9466666666666667,Mixed_feelings,Negative,Mixed_feelings
452,"കുങ് ഫു ആണെന്നും പറഞ്ഞു വിങ് ചുങ് കാണിച്ചു പറ്റിക്കുന്നോ ബഡുവാ , ബിത്വ ബാബു ആൻറണി ഇല്ലാത്ത മാർഷ്യൽ ആർട്ട്സ് പടം ഞാൻ ആക്സപ്റ്റ് ചെയ്യില്ല",Mixed_feelings,0.9914529914529915,INVALID,Negative,Negative
453,നായിക അത്ര പോരാ...വേറെ ഏതെങ്കിലും നായിക ആയിരുന്നേൽ പൊളിച്ചേനെ,Mixed_feelings,0.9454545454545454,Negative,Negative,Negative
454,bollywood movie fan aayitt oru chaya kaachal,Mixed_feelings,0.0,Mixed_feelings,Negative,Negative
455,Trailer kidilam but murali gopy brilliant thirakadha palarkkum thaleyil kerathilla...,Mixed_feelings,0.0,INVALID,Positive,Mixed_feelings
456,Climax kurach koodi better aakkanam annu thonni...adhuvare nannayi story kondhupoyi....allavarudeyum abinayam nannayi....,Mixed_feelings,0.0,Mixed_feelings,Negative,Mixed_feelings
457,Sound vere aareyenkilum kond dub cheyyikaayirunnu :/,Mixed_feelings,0.0,Negative,Negative,Negative
458,ennu ninte moideenile oru pattinte tune pole thonunu,Mixed_feelings,0.0,INVALID,Negative,Positive
459,entho missing aanu,Mixed_feelings,0.0,Negative,Negative,Negative
460,Sunny chechine kurachu koode neram kanikarnu,Mixed_feelings,0.0,Positive,Mixed_feelings,Negative
461,Oru mazhathil okke thalledo commentolikale  Padam irangatte vijayikkatte,Mixed_feelings,0.0,Negative,Mixed_feelings,Negative
462,ട്രൈലെർ  കണ്ടിട്ട് ആവറേജ് മൂവി ആണെന്ന് എന്റെ ഒരു ഇത് ഡയരക്ടർ  സിദ്ദിഖ് ഏട്ടൻ ആയതു കൊണ്ട് ഒരു രക്ഷേം ഇല്ലാ,Mixed_feelings,1.0,INVALID,Negative,Mixed_feelings
463,പ്രതീക്ഷിച്ചത് പോലെ തന്നെ ട്രൈലെർ കൊള്ളാം പക്ഷെ പടം പൊട്ടും... മലയാളി പൊളിയല്ലേ,Mixed_feelings,0.9571428571428572,Mixed_feelings,Negative,Mixed_feelings
464,ട്രയ്ലർ ഉണ്ടാക്കാൻ അറിയില്ലേൽ ആ ലിന്റോ കുര്യനെ വിളിച്ചു ഏല്പിക്കക സിദ്ദിഖ് സർ കിടു ആക്കി കയ്യിൽ തരും.ലാലേട്ടന്റെ പടം ആയത് കൊണ്ട് മാത്രം ട്രെൻഡിങ് ലിസ്റ്റിൽ first നിൽക്കുന്നു,Mixed_feelings,0.9605263157894737,INVALID,Mixed_feelings,Negative
465,Vandinu irangunathu kandittu Mr fraud  orma varunu. Editing ichiri kude nannakkamayirunu..all the best team 🤘,Mixed_feelings,0.0,Mixed_feelings,Negative,Mixed_feelings
466,Raju ettan I'll . Raju ettan ilangil or ith indavilla,Mixed_feelings,0.0,Mixed_feelings,Mixed_feelings,Negative
467,Rajuvettan pwolichu .. ini abhinayikkan time illathavuo,Mixed_feelings,0.0,INVALID,Negative,Negative
468,Video pirates og carriebian enna movie aanallo,Mixed_feelings,0.0,Negative,Negative,Negative
469,Its just like srk fan movie,Mixed_feelings,0.0,Mixed_feelings,Negative,Negative
470,പൂമരത്തിന് വന്ന അവസ്ഥ വരുത്തരുത്... എബ്രിഡ് ഷെയിൻ   നിലവിൽ മലയാളത്തിലെ എണ്ണം പറഞ്ഞ സംവിധായകനാണ്...,Mixed_feelings,0.9302325581395349,INVALID,Mixed_feelings,Mixed_feelings
471,Mothathil oru tamil movie baasha manakunnundallow,Mixed_feelings,0.0,Mixed_feelings,Negative,Negative
472,enthokeyo evdakayo oru thakarar pole... ennalum kolaam...,Mixed_feelings,0.0,Negative,Negative,Negative
473,Bgm പലയിടത്തും  Ratsasan Movie Same,Mixed_feelings,0.3333333333333333,INVALID,Mixed_feelings,Negative
474,എഡിറ്റിംഗ് കുറച്ചു ഓവർ ആയോ എന്ന് സംശയം ഇല്ലായ്മ ഇല്ല 🤔🤔,Mixed_feelings,0.9574468085106383,Mixed_feelings,Mixed_feelings,Mixed_feelings
475,"വെപ്പുതാടി അച്ഛൻ , ഇത് 2019 ആയി.. പിന്നെ Pogo tv Comedies..   മാർഗം കളി സൂപ്പർ",Mixed_feelings,0.640625,INVALID,Positive,Mixed_feelings
