sample_id,text,true_label,malayalam_density,llama33_70b_pred,llama31_8b_pred,llama4_scout_pred
19,Innu 8 thavana repeat adich kandu baki nale,Positive,0.0,Positive,Negative,Negative
20,ഹെഡ് ഫോണില്‍ കേട്ടാല്‍  ഒരു തവണ കേട്ട്  നിര്‍ത്താന്‍ പറ്റില്ല  ഈസോങ്ങ്,Positive,0.9322033898305084,Positive,Negative,Positive
21,മവനെ കൊല ഗാണ്ടിലിരുക്കെ.. കൊല്ലാമേ വിടമാട്ടെ  ഒരു മെഗാസ്റ്റാർ അഴിഞ്ഞാട്ടം ..    Boss is BACK,Positive,0.8181818181818182,Positive,Positive,Positive
22,ithu polikkum  rajuvetta tnx alot,Positive,0.0,Positive,Positive,Positive
23,BGM     Ikka pwolikk.....,Positive,0.0,Negative,Negative,Positive
24,Oru raksha illa oru adaar item  Marana Mass Ennu Paranjaal ithanu  Super Super Super,Positive,0.0,Positive,Positive,Positive
25,enganem trailer irakkavo.veendum veendum kadittum matiyakunnilla katta waiting for this movie,Positive,0.0,Positive,Positive,Positive
26,The director of Mass entertainers strikes again Joshiy  ഇത് ഒന്നൊന്നര പടം ആയിരിക്കും ജോജു ചേട്ടൻ കിടുക്കി,Positive,0.4777777777777778,Positive,Positive,Positive
27,Polichu mass alla marana massssss  ikkaaaaaaaaa,Positive,0.0,Positive,Positive,Positive
28,Kalippe....   by katta lalettan fan,Positive,0.0,Negative,Mixed_feelings,Negative
29,Idakkatta waiting for Mamangam Ikkaa luv u...,Positive,0.0,Positive,Positive,Positive
30,ആരുടേയും അഭിനയം മറ്റൊരാളെക്കാള്‍ മികച്ചതാണ് എന്ന്‌ പറയാ൯ വയ്യ... എല്ലാരു൦ തക൪ത്തു...,Positive,0.8947368421052632,Mixed_feelings,Mixed_feelings,Positive
31,Katta waiting madura raja mammokka kidu mass,Positive,0.0,Positive,Positive,Positive
32,Spr item rajuettan nalla making Lalettante karyam parayandallo,Positive,0.0,Mixed_feelings,Positive,Positive
33,"Nice,,,,, bgm രാക്ഷസനെ ഓർമപ്പിക്കുന്നു, anyway പൊളിച്ചു.... പടം കാണാൻ തോന്നും trailer കണ്ടാൽ",Positive,0.6341463414634146,Mixed_feelings,Mixed_feelings,Mixed_feelings
34,ഈ മൂന്ന് അക്ഷരം മതി ദിലീപ് സിനിമ വേറെ ലെവൽ ആകും🥳🥳🥳🥳എത്രയോ വ്യത്യസ്ത വേഷം ചെയ്യെത്തിട്ടുള്ളതാ ജനപ്രിയ നായകൻ ഇതു പോലെ അഭിനയിക്കാൻ വേറെ ഏത് മലയാള നടന് പറ്റും,Positive,0.9699248120300752,Positive,Positive,Positive
35,Wowww...different cast... wonderful cinematography..  മലയാളത്തിൽ മഞ്ഞുമലയൊക്കെ ഇത്ര ഭംഗിയിൽ കാണുന്നത് ആദ്യമാണ്...  all the best!,Positive,0.4473684210526316,Positive,Positive,Positive
36,Polichu...  namude ലാലേട്ടൻ.. ...  rajuchettan,Positive,0.2,Mixed_feelings,Mixed_feelings,Positive
37,തിരുമ്പി വന്നിട്ടേന്ന് സൊല്ല്              * ജോഷി*,Positive,0.9393939393939394,Positive,Negative,Positive
38,ഈ പടം തിയേറ്ററിൽനിന്നും കണ്ടത് എന്റെ ഭാഗ്യമായി കരുതുന്നു,Positive,1.0,Positive,Positive,Positive
39,Da chekka nee poliya bony parayan paranju,Positive,0.0,Negative,Negative,Negative
40,PRITHVI & TOVINO 🤩Ishtam            LALETTAN  allah... parayanundo Peruthishtam......,Positive,0.0,Mixed_feelings,Positive,Positive
41,Orupadu naalu koodi oru nalla movie kandu....onnum parayanilla....ente ponno....ooo....kidu....,Positive,0.0,Positive,Positive,Positive
42,Variety laletta,Positive,0.0,Positive,Positive,Positive
43,Mammookkka ningal mwuth aaann,Positive,0.0,Negative,Negative,Negative
44,Ente ponnoo ijjathii marana masss,Positive,0.0,Positive,Positive,Positive
45,Mass itom. Mass dialogue. Lalettan polikum,Positive,0.0,Positive,Positive,Positive
46,"പ്രായം മുഖത്തു എത്തിയെങ്കിലും, അതിനെ വെല്ലുന്ന കഥാപാത്രങ്ങൾ തിരഞ്ഞെടുക്കാൻ കാണിക്കുന്ന തന്റേടം അത് അഭിനന്ദിക്കാതിരിക്കാൻ കഴില്ല",Positive,0.9913793103448276,Positive,Positive,Positive
47,10 million aayyonn nokkan vannavar indo,Positive,0.0,Positive,Negative,Positive
48,ഈ പുള്ളർ എല്ലാം കൂടെ മലയാള സിനിമയേ ഒരു ലെവലിൽ എത്തിയ്ക്കും,Positive,1.0,Positive,Negative,Positive
49,SAMBAVAM HEVY AKKITTUNDE KATTA WAITING FOR RAJA,Positive,0.0,Positive,Negative,Positive
50,മാമാങ്കം വിസ്മയിപ്പിക്കും കാരണം മമ്മൂക്കയാണ് ഹീറോ  മിനിമം ഗ്യാരണ്ടിയുള്ള ഏക നടൻ മമ്മൂക്ക മാത്രം,Positive,1.0,Positive,Positive,Positive
51,50 സെക്കന്റ് മുതല്‍ ഉള്ള ഡയലോഗ് ഇനി വണ്ടി ഭ്രാന്തന്‍മാരുടെ സ്റ്റാറ്റസായിരിക്കും,Positive,0.9436619718309859,Negative,Negative,Positive
52,#unniyettan_ishtam Unniyettaaa kidu Alla kikidu Powlichu All the best unniyettaaa,Positive,0.0,Positive,Positive,Positive
53,Ennaaa Release Enn Parayaamo.. Katta Waiting Aaaaaa,Positive,0.0,Negative,Positive,Positive
54,ഇത്പോലെ ഒരു martial art പടം മലയാളത്തിൽ ഇന്ന് വരെ ഇറങ്ങിയിട്ടില്ല എന്നാണ് കരുതുന്നത്,Positive,0.863013698630137,Positive,Mixed_feelings,Positive
55,4 Music team thakarkkaanallo... Kollaaam ... Kidukkatte...🤟,Positive,0.0,Positive,Positive,Positive
56,ഇത് ചരിത്രം ആകും എന്ന് ഉറപ്പുള്ളവർ ഇവിടെ വാ,Positive,1.0,Positive,Negative,Positive
57,അജയ് വാസുദേവ്       * രാജാധിരാജ      * മാസ്റ്റർപീസ് രണ്ടും  ALL TIME BLOCKBUSTERS    ഇനി ഷൈലോക്കിന്റെ വമ്പൻ ഹിറ്റിനായി കാത്തിരിക്കുന്നു    ഇതിനോട്  മുട്ടാൻ BIG BROTHER -ന് പറ്റുമോ എന്ന് തോന്നണില്ല ...,Positive,0.7784810126582279,Positive,Positive,Positive
58,Achane cinemakkare othukke kalangathanenkilum makane arkkum othukkan kazheyella.,Positive,0.0,Negative,Mixed_feelings,Negative
59,Ettan adipoli    Ruvais dileepettaaaaaaaq,Positive,0.0,Positive,Positive,Positive
60,kure nalukalkku sesham eanikoru film kaanan thonnunnu ithu kandapol,Positive,0.0,Negative,Positive,Negative
61,Padam vere level aaavum.... Mammulaaaal fanz,Positive,0.0,Positive,Positive,Positive
62,Build up koduth niraasapedutharuth....super hit aavaanam,Positive,0.0,Mixed_feelings,Positive,Positive
63,Ikka ikka....ikka ikka ikka ....ikka ikka ikka ikka....ente ponnu ikka....marikilla ningale njn marikuvolam...,Positive,0.0,Mixed_feelings,Mixed_feelings,Negative
64,Oru rakshayum illa mona.... Ithavana cup rajuvettan kondupoyeeeeeeee!,Positive,0.0,Positive,Positive,Positive
65,ഇത് dubbed voice ആണോ ഹിന്ദി.. നിവിൻ തന്നെയാണെങ്കിൽ പൊളിച്ചിട്ടുണ്ട്,Positive,0.7833333333333333,Mixed_feelings,Negative,Negative
66,മലയാള സിനിമാ സൂപ്പർസ്റ്റാർകളിൽ നിന്നും വഴിമാറി വരുന്നു. ഒപ്പം വിജയങ്ങളും.... അടിപൊളി,Positive,0.9342105263157895,Mixed_feelings,Negative,Mixed_feelings
67,Swasika..... swasika vijay.... ഞങ്ങളുടെ മുത്ത്.....,Positive,0.2978723404255319,Positive,Positive,Positive
68,polich ikkkkkkaaaaaaaaaa  kola maaaaaaaaaaas  marana maaaaaaaaaaaaas  triple maaaaaaaaaaaaaaas,Positive,0.0,Positive,Positive,Positive
69,Mamangam fans show kandirikkum ad ini eath time ayalum ikkayum eattanum namukk  oru Poleyalle,Positive,0.0,Negative,Mixed_feelings,Negative
70,Padam utubil irakiyal chilappo hittavum.theateril valya pradeeksha vakenda.,Positive,0.0,Negative,Mixed_feelings,Negative
71,Oru reksha illa maranna mass feel ear phone use cheyy kidu feel kittum,Positive,0.0,Positive,Mixed_feelings,Positive
72,മലയാളത്തിന് നല്ല ഒരു thriller ഉണ്ടാകട്ടെ എന്ന് പ്രതീക്ഷിക്കാം..... After memories.. .. അഞ്ചാം പാതിരാ..  Bgm,Positive,0.6276595744680851,Mixed_feelings,Mixed_feelings,Mixed_feelings
73,Ente ponno rajuvetta namichu lalettan is back,Positive,0.0,Positive,Positive,Positive
74,"Kalathinuu oppam sanchsrikkun vineeth ettaa , physco yanne epoo trent",Positive,0.0,Mixed_feelings,Negative,Positive
75,Oru rakshayum illa..joli kazhin ksheenichirangiya enik ippo oru energy okke thonunu.. #Mamangam,Positive,0.0,Negative,Mixed_feelings,Negative
76,ഒരു രക്ഷയും ഇല്ല കിടു         ദളപതിയുടെ പിള്ളേരുടെ വക എല്ലാ ആശംസകളും നേരുന്നു,Positive,1.0,Positive,Negative,Positive
77,Kandittum kandittum kothii teeranilla release nu vendii katta waiting ....#FDFS locked,Positive,0.0,Positive,Positive,Positive
78,ട്രൈലർ കണ്ടു അങ്ങ് ലൈകീക് ...കാരണം ഒന്നും പറയാൻ ഇത് പൊളിക്കും,Positive,0.9433962264150944,Negative,Mixed_feelings,Mixed_feelings
79,This is interesting.....ikka polikku ikka.....all the best from Lalettan Fans,Positive,0.0,Positive,Positive,Positive
80,Chandhuvineyum pazhashiyekalum mukalil nilkan pokunna oru muthal.. chandrothe ee vellyamamma..,Positive,0.0,Mixed_feelings,Mixed_feelings,Positive
81,Joshi chaayan varunne...newgen pillerellam kandam vazhi odikko...theateril poyi direction padikkaan...Jayan.te moorkhan 1980 IL cheytha Joshi Jojovinte film 2019  IL edukunnu angeraanu maaaass...,Positive,0.0,Mixed_feelings,Positive,Negative
82,Ittichan Polichuuuu Onam Lalettan eduthu ennu parayan Paranju,Positive,0.0,Positive,Mixed_feelings,Positive
83,Malayalathinte mahanadan #Suriyafansinte ashamsakal🤝 Trailer looks massy!,Positive,0.0,Positive,Positive,Positive
84,"Midhun manuval thomasinte adtha     Padam , shyju kalidhnte DOP ,sushin shyamnte samgeetham, chakochanum basi machanum Dark",Positive,0.0,Positive,Mixed_feelings,Positive
85,നല്ല രണ്ട് നടന്മാരുടെ performance കാണാൻ പറ്റും എന്ന് ഉറപ്പായി.,Positive,0.7818181818181819,Positive,Positive,Positive
86,ലേഡീസ് and ജെന്റിൽമാനോ ഭാസ്കർ the റാസ്‌കളോ പോലെ ആവാതെ നല്ലൊരു ബോഡിഗാർഡ് ആവട്ടെ,Positive,0.8970588235294118,Mixed_feelings,Positive,Positive
87,Katta waiting  Lalettan  Rajuettan polichu heavy  Entha oru feel,Positive,0.0,Positive,Mixed_feelings,Positive
88,Teaser kandappo valya pradeeksha illayirunnu.......ithu kandappol maarikitti......,Positive,0.0,Negative,Mixed_feelings,Negative
89,സത്യത്തിൽ ട്രൈലെർ കാണാൻ നല്ല രസമുണ്ട്. പക്ഷെ ഇത് മലയാളം തന്നെയാണോ ? 🤔ഒക്കെ പുതുമുഖങ്ങൾ ആണല്ലോ.,Positive,0.9512195121951219,Mixed_feelings,Mixed_feelings,Mixed_feelings
90,ഇപ്പോൾ വന്നത് ക്‌ളാസ് ഇനി വരാനുള്ളത് ഒരു ഒന്ന ന്നര മാസ് #Shylock,Positive,0.8363636363636363,Positive,Mixed_feelings,Positive
91,entee moone goosebumbs overload raju ettan direction polikum,Positive,0.0,Positive,Negative,Positive
92,Odiyan trailer nakalum katta waiting Lucifer,Positive,0.0,Positive,Negative,Positive
93,Soooooperrr  Kure kalamyi malayalathil ninnu thriller vannitt..  Ith poli aayirikkum,Positive,0.0,Positive,Positive,Positive
94,Malayala cinemayile nattellulla aankutti. Nammade Rajuettan,Positive,0.0,Positive,Positive,Positive
95,ഈ ഡയലോഗ് എടുത്തിരിക്കുന്നത് national gamesന്റെ  ഉദ്ഘാടനം കാര്യവട്ടത്തെ സ്‌റ്റേഡിയത്തിൽ നടന്ന ദിവസം മോഹൻലാൽ ലാലിസത്തിന് മുൻപ് അവതരിപ്പിച്ച പ്രെസെന്റഷനിൽ നിന്നാണ്... അല്ലാതെ സിനിമയ്ക്കായി ചെയ്തത് ഒന്നുമല്ല... ഇത് fan made trailer ആണ്... യഥാർത്ഥ മൂവിയുമായി ഇതിനു ഒരു ബന്ധവും ഇല്ല....,Positive,0.8353413654618473,Negative,Mixed_feelings,Negative
96,ഈ പടത്തിൽ ഒരിക്കലും മമ്മൂട്ടിയുടെ ഡാൻസ് ഉണ്ടാകുമെന്ന് കരുതിയില്ല.  തിയേറ്ററിൽ നല്ല കയ്യടി ആയിരുന്നു ഇതിനൊക്കെ.  സംഭവം ക്യൂട്ട് ആയിട്ടുണ്ട്,Positive,0.9836065573770492,Positive,Mixed_feelings,Positive
97,Supr trailer oru vettame like adikkan pattullu ennoru sankadam athra kidu trlr,Positive,0.0,Mixed_feelings,Negative,Positive
98,*ഈ സിനിമ മുതൽ ഇനി അങ്ങോട്ടാണ് സുരാജ് എന്ന സൂപ്പർസ്റ്റാറിന്റെ ആരംഭം*,Positive,0.9661016949152542,Positive,Positive,Positive
99,Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!,Positive,0.0,Positive,Positive,Positive
100,ഈ film Swasu ന്റെ Super hit ൽ ഒന്നാകട്ടെ ... support ചങ്ക് സ്വാസൂട്ടീ ... Support Joshy Sir,Positive,0.40789473684210525,Positive,Positive,Positive
101,ഇക്ക മരണ മാസ്സ്.. ബ്ലാക്ക് എന്ന സിനിമയ്ക്ക് ശേഷം  ഇക്ക വീണ്ടും ബ്ലാക്ക് ലുക്കിൽ ഇത് മാസ്സ് കാ ബാപ്,Positive,0.9759036144578314,Mixed_feelings,Negative,Positive
102,Padam oru vamban hit akatte....Chackochan.  we r waiting ......,Positive,0.0,Negative,Positive,Positive
103,എന്താ മേക്കിംഗ്....  Geethu MohanDas vere level... RajeevRavide wife അല്ലെ സംശയിക്കാൻ ഇല്ല..,Positive,0.4074074074074074,Mixed_feelings,Positive,Positive
104,Ente ikkkaaaa kola mass YouTube hang aanu makkale,Positive,0.0,Positive,Positive,Positive
105,idum kuudi 37 aamathe repeat adi,Positive,0.0,Negative,Negative,Negative
106,കിടു മൂവി  ഷമ്മി ഹീറോയാടാ ഹീറോ  സജി മുത്താണ്  എല്ലാരും പൊളിച്ചു,Positive,1.0,Positive,Positive,Positive
107,ഇട്ടിച്ചചായണന്റെ... സാമ്പിൾ വെടികറ്റ്.... കാണാൻ പോണ്ടായ.....,Positive,0.7857142857142857,Mixed_feelings,Negative,Negative
108,Margam kali polichuuu laletante purakil ninnnna Salim Kumar polichuuuu,Positive,0.0,Negative,Negative,Positive
109,Psychoo ഷമ്മി വേറെ level  ഷമ്മി ഹീറോ ആടാ..,Positive,0.6,Positive,Positive,Positive
110,Padam kandu oru rakshayum illa!! Soubin Shane polichu,Positive,0.0,Negative,Negative,Negative
111,മമ്മൂക്കയുടെ വളരെ വ്യത്യസ്തവും പുതുമ ഉള്ളതുമായ വേഷം ആണ്..  മമ്മൂക്ക extra ഓർഡിനറി performance  ചിലപ്പോ ആരും വലിയ രീതിയിൽ പ്രതീക്ഷിക്കാതിരുന്ന ഈ ചിത്രം ആയിരിക്കാം മലയാളത്തിലെ എല്ലാ റെക്കോർഡുകളും കടത്തി വെട്ടുന്നത്,Positive,0.9037433155080213,Positive,Positive,Positive
112,Fuhad mathralla Ellarum. Polichadukki. Film theatril poyi kandillel. Ad oru nashtan,Positive,0.0,Negative,Negative,Negative
113,Ithilude enkilum tirichu varuka lalettan fans waiting....,Positive,0.0,Positive,Mixed_feelings,Positive
114,Lalettan massaaa verum Mass Alla kolamass lalettan ki jaiiii,Positive,0.0,Positive,Positive,Positive
115,Ellarum ikka ikkaa...Njan mathram anooo unni chettane mention cheyunnadh...Unni chettante pwoli,Positive,0.0,Mixed_feelings,Mixed_feelings,Positive
116,സുരാജേട്ടാ ഇങ്ങളെ നമിച്ചു......  ഇങ്ങള് പൊളിയാണ്........,Positive,0.7254901960784313,Mixed_feelings,Negative,Negative
117,അൽ കിടു കോമ്പിനേഷൻ പൊളിക്കും ഫഹദ് ഇക്ക ഷൈൻ ഇക്ക സൗബിൻ ഇക്ക പൊളിക്ക്,Positive,1.0,Positive,Negative,Positive
118,ഈ കൊച്ച് ഉദാഹരണം സുജാതയിൽ കിടിലൻ പെർഫോമൻസ് ആയിരുന്നു. പിന്നൊന്നിലും കണ്ടില്ലല്ലോ കണ്ടില്ലല്ലോ എന്ന് കരുതി ഇരിക്കുവായിരുന്നു.,Positive,0.9821428571428571,Mixed_feelings,Positive,Positive
119,Oru rakshayum illa ikka.. ningal pwolichu..  ith kidukkum,Positive,0.0,Negative,Negative,Negative
120,Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM,Positive,0.0,Positive,Negative,Positive
121,ന്റെ പൊന്നോ.. പടം ഒരു രക്ഷയുമില്ല soubinikka,Positive,0.6923076923076923,Negative,Negative,Negative
122,Trailer athra nannaavaandu irikkunnathaaa nallathu niraasha pedilla padam kaanumbo padam kollaamenkil athu bonus aaaaa,Positive,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
123,Nivin Pauly enna tharamalla Nivin Pauly enna Nadan,Positive,0.0,Mixed_feelings,Positive,Mixed_feelings
124,നല്ല നന്മകൾ ഉള്ള പടം കാണാൻ  ആഷിക് and കൂട്ടുകാരെ പടം കാണണം,Positive,0.9375,Positive,Positive,Positive
125,mammookka oru rakshayum Illa kiddu,Positive,0.0,Positive,Negative,Negative
126,Basil # midhun Gopinath classile villanisum upakarapettalee  chunk polichuuu,Positive,0.0,Negative,Negative,Negative
127,June 16 Keralakara ilakki marikkum ikka,Positive,0.0,Negative,Mixed_feelings,Negative
128,3-4 പൊളിപടത്തിന് ശേഷം   ഒരു കിടുക്കാച്ചി സിനിമകണ്ടു ഇന്ന്... 22-9-2019 ൽ _ കുബൈറ്റിൽനിന്ന്    എന്താ പറയുക    മാസ്സ് മരണ മാസ്സ്       കിടു കിടുലോം  കിട്ടു,Positive,0.8666666666666667,Positive,Mixed_feelings,Positive
129,Last aa chaadiyulla adi...   Athu screenil varumbolulla kaaryam,Positive,0.0,Negative,Negative,Negative
130,Ithore nalla padam aaakatte enne praaarthikkunnu Poli trailer,Positive,0.0,Mixed_feelings,Positive,Positive
131,Superb     Katta suppor  By         Ettan fans,Positive,0.0,Positive,Positive,Positive
132,Oru dubbing padathinte trailer pole.  kidu,Positive,0.0,Positive,Negative,Negative
133,Ee christmas driving license kond povum,Positive,0.0,Positive,Negative,Negative
134,"Accent  , trailer feel good aan",Positive,0.0,Positive,Positive,Positive
135,"Cristamasinu.... mamangam, driving license, kozhiyum... polikum",Positive,0.0,Mixed_feelings,Negative,Negative
136,Enteh laletta eth trailer aanu uff,Positive,0.0,Negative,Negative,Positive
137,Trailer kandu kazhinjathum vallathoru santhosavum vishamavumokke... enthayalum kanan valia kothiyay...,Positive,0.0,Mixed_feelings,Mixed_feelings,Mixed_feelings
138,സ്വാസികയുടെ ഇനിയുള്ള ജീവിതത്തിൽ ഈ സിനിമ ഒരു പൊൻതൂവൽ ആവട്ടെ...,Positive,0.9444444444444444,Positive,Negative,Positive
139,Padam polichu mass + class movie,Positive,0.0,Positive,Positive,Positive
140,Oro thavana kanumbozhum romanjam ikkaaaaa,Positive,0.0,Positive,Mixed_feelings,Positive
141,dijo cheatta polichu too. padam thkarakum.,Positive,0.0,Negative,Negative,Negative
142,മാങ്ങാ ഉള്ള മാവിലെ കല്ല് എറിയു.കളി ആക്കി ചിരിച്ചവർ ഇതൊന്ന് കാണണം.  ന്റെ പൊന്ന് മമ്മുക്ക ഒരു പൊൻതൂവൽ കൂടെ കൂട്ടി ചേർത്തു ആ ചിറകിൽ,Positive,0.981651376146789,Mixed_feelings,Mixed_feelings,Positive
143,കഞ്ഞി പ്രതീക്ഷിച്ചു വന്നവർക്ക് നല്ല മട്ടൻ ബിരിയാണി കിട്ടിയ ഒരു ഫീൽ  ഇജ്ജാതി ഐറ്റം ഹോ ആ സൈറ്റടി രോമം എണീറ്റ് നിന്ന് ദേ നോക്കിക്കേ,Positive,1.0,Mixed_feelings,Mixed_feelings,Positive
144,ജോഷി സർ ൻറ്റെ move അല്ലെ കിടു വായിരിക്കും swasu all the best swasu മുത്തിനെ കാണാൻ കട്ട വെയിറ്റ് lvu swasu,Positive,0.6363636363636364,Positive,Positive,Positive
145,ഇതൊരു പൊളി പൊളിക്കും.. എജ്ജാതി കാസ്റ്റിംഗ്. Editing bgm direction art ഒരു രക്ഷേം ഇല്ലാ.. joshy sir strikes with a tsunami.,Positive,0.47619047619047616,Positive,Negative,Mixed_feelings
146,"ആദ്യം ഈ പാട്ടു കേട്ടപ്പോൾ ഇഷ്ടപ്പെട്ടില്ല ,ഇപ്പൊ ഈ പാട്ട് കേൾക്കാതെ ഒരു ദിവസം പോലും ഇരിക്കില്ല ! #addicted",Positive,0.8804347826086957,Positive,Positive,Positive
147,mind blowing ikkaaaa....,Positive,0.0,Positive,Positive,Positive
148,Happy birthday mammokka  Trailer kidu padam thakarkkum,Positive,0.0,Positive,Positive,Positive
149,Eth oru onnonnara padam aavum enn urappullavar like adi,Positive,0.0,Negative,Mixed_feelings,Positive
150,Korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo,Positive,0.0,Mixed_feelings,Positive,Negative
151,ആരും സഞ്ചരിക്കാത്ത വഴികളിലൂടെ നിവിൻ സഞ്ചരിച്ചു തുടങ്ങി,Positive,1.0,Positive,Mixed_feelings,Positive
152,Eee Christmas jayettan edkuva  mmade tcr pooram,Positive,0.0,Mixed_feelings,Negative,Negative
153,Fahad | Shyju Khalid | Sushin Shyam . Vere level,Positive,0.0,Positive,Positive,Positive
154,ikka mass alle.lalettan fAns kude ondu,Positive,0.0,Positive,Positive,Positive
155,ഇത്രയും റൊമാൻറിക്ക് ആയിട്ടുള്ള മലയാളം സോങ് ആദ്യമായിട്ടാണ് കാണുന്നത് ഷൈൻ വേറെ ലെവലാണ്,Positive,1.0,Positive,Positive,Positive
156,ഈ ചെറുക്കന്റെ ആ ചിരി കണ്ടിട്ട് എങ്ങനെ ഇവനെയൊക്കെ സിനിമയിൽ നിന്ന് ഒഴിവാക്കാൻ തോന്നുന്നേ.. നല്ല കഴിവ് ഉള്ള നടനാ..,Positive,0.9587628865979382,Positive,Mixed_feelings,Positive
157,Nalla comedy movie aanenn thonnunnu....katta waiting🤗,Positive,0.0,Positive,Positive,Positive
158,കണ്ടിട്ടും കണ്ടിട്ടും മടുപ്പ് തോന്നാത്ത എനിക്ക് മാത്രം ആണോ,Positive,1.0,Positive,Negative,Mixed_feelings
159,"sooraj santhosh,,,,,,,, Thaniye mizhikal....uyiril thodum.....ho oru reksha illa... sooraj machanu like poodu",Positive,0.0,Positive,Positive,Mixed_feelings
160,Adipwoliii Lalettaaa,Positive,0.0,Positive,Positive,Positive
161,Action film kaddittu kurrachu kallam ayyi,Positive,0.0,Negative,Negative,Negative
162,ഇൗ ഓണം ലാലേട്ടനും പിള്ളേരും ഇങ്ങ് എടുക്കുവാ...,Positive,0.926829268292683,Mixed_feelings,Negative,Negative
163,മമ്മുക്കായുടെയും ദിലീപേട്ടന്റയും പടം 100 ദിവസം കുടും🤲🤲🤲🤲🤲🤲,Positive,0.8301886792452831,Positive,Positive,Positive
164,Ittimaniyile laleattente look ishtamaayavar like adi....,Positive,0.0,Positive,Mixed_feelings,Negative
165,"തീയേറ്ററിൽ ആയാലും , മിനി സ്ക്രീൻ ആയാലും ഓണം ലാല്ലേട്ടനൊപ്പം All d best  #AONIKALS",Positive,0.7391304347826086,Positive,Positive,Positive
